URL,Lat,Lng
https://www.mutuosoccorsomilano.it/category/comunicato-stampa,45.50,9.25
https://www.assolombarda.it/governullce/gruppi/alimentazione/informazioni/hub-di-quartiere-contro-lo-spreco-alimentare,45.46,9.19
https://apsscighera.com/2020/01/01/nessuno-escluso/,45.47,9.24
https://www.nocetum.it/gli-spazi/la-city-farm/,45.43,9.22
https://www.sanvincenzomilano.it/non-solo-pane/,45.47,9.21
https://nondisolopanemagenta.it/,45.46,8.87
https://www.granaidellamemoria.it/index.php/it/archivi/nutrire-milano-una-rete-di-produttori-locali-offrire-cibo-alla-citta,45.46,9.21
https://messadellacarita.org/,45.47,9.16
https://www.operacardinalferrari.it/,45.44,9.18
https://operasanfrancesco.it/,45.46,9.20
https://www.operainfiore.it/cosa-facciamo/,45.44,9.15
https://www.facebook.com/parconordmilano/photos/a.120269404663312/2252154888141409/?type=3,45.53,9.21
https://www.progettoterraviva.it/orti-urbani-legambiente-via-padova-mi/,45.49,9.23
https://www.facebook.com/Orti_ViPreGo/,45.50,9.22
https://www.ortocomuneniguarda.org/,45.52,9.19
https://ortopedagogicoresistente.wordpress.com/,45.45,9.13
https://www.facebook.com/people/Orto-Pomona/100064869152855/,45.51,9.00
https://www.anticoborgoincitta.com/orto-in-citta/,,
https://www.spaziotempomilano.it/orto-in-cotica/,45.48,9.11
https://equacooperativa.it/project/casa-dei-tigli-per-anziani-autosufficienti/,45.51,9.17
https://panequotidiano.eu/chi-siamo/,45.44,9.18
https://parconord.milano.it/5875-food-forest-riserva-di-cibo-e-biodiversita,45.51,9.19
https://www.psfn.it/caritas-parrocchiale,45.47,9.21
https://www.americisss.it/caritas,45.49,9.20
https://www.wearephenix.com/it/app-antispreco-a-milano,45.52,9.22
https://piazzadeimestieri.it/,45.52,9.22
https://www.pizzaut.it/,45.56,9.25
https://www.progettoarca.org/,45.50,9.18
https://www.progettomirasole.it/,45.38,9.20
https://ricettaqubi.it/un-nuovo-hub-in-lambrate-contro-lo-spreco-alimentare,45.50,9.25
https://www.facebook.com/QuOrto/,45.50,9.13
https://quasilocanda.com/,45.50,9.14
https://associazionerecup.org/,45.42,9.17
https://refettorioambrosiano.it/,45.50,9.21
https://ricettaqubi.it/,45.47,9.19
https://robdematt.org/,45.49,9.17
https://www.robinfoood.it/,45.46,9.19
https://www.rondacaritamilano.com/le-nostre-attivita/pranzo-della-domenica,45.48,9.23
https://rotarymilanodigital.it/stories/il-rotary-club-milano-digital-a-sostegno-della-onlus-banco-alimentare,45.46,9.20
https://www.progettoruben.it/,45.44,9.12
https://www.sosmilano.it/WP/alimenti-per-i-senza-tetto/,45.49,9.21
https://www.sanlorenzomaggiore.com/index.php/people/san-vincenzo,45.46,9.16
https://www.santegidio.org/pageID/30136/langID/it/LE-MENSE-E-I-CENTRI-ACCOGLIENZA.html,45.46,9.16
https://www.illaboratorioscsmilano.org/servizio-formazione-allautonomia/,45.51,9.14
https://www.slowfoodmi.it/locali-dellalleanza,,
https://ibva.it/solidando,,9.18
https://soprasottomilano.it/come-ci-organizziamo,45.48,9.18
https://soulfoodforestfarms.it/,45.42,9.21
https://lab00.org/index.php/cause/spesasospesa,45.49,9.16
https://www.spicesupperclub.com/,45.47,9.15
https://www.sprecocomerisorsa.it/,45.46,9.19
https://www.terramore.org/naturalfarmingcamp,45.49,9.22
https://terredeshommes.it/comunicati/arriva-a-milano-spesasospesa-contro-la-poverta-e-lo-spreco-alimentare,45.49,9.22
https://trattoriasolidale.it/,45.48,9.10
https://unortoamilano.wordpress.com/,45.46,9.10
https://www.vidas.it/ratatouille-volontari-con-le-mani-in-pasta,45.49,9.11
https://www.villaclerici.it/centro-psicopedagogico/servizi/distribuzione-gratuita-di-generi-alimentari,45.51,9.18
https://zeropercento.org/,45.48,9.17
https://www.boscodiogigia.it/permacultura/csa-comunita-supporto-agricoltura,45.45,9.20
https://larotonda.org/it/attivita/emporio-della-solidarieta/sostegno-alimentare,45.45,9.20
