URL,Lat,Lng
https://www.fundacionaltius.org/llamamiento-urgente-para-donaciones-en-especie-desde-altius-barcelona,,1.98
https://www.fundacionausolan.org/project/stop-hambre,41.28,1.98
https://www.gastronomicforumbarcelona.com/,41.37,2.15
https://www.graciaparticipa.cat/es/projectes/rebost-solidari,41.39,2.18
https://gcpixapins.blogspot.com.es/,41.39,2.18
https://elguaret.wordpress.com/,41.40,2.17
https://pamapam.org/directori/grup-consum-panarra/,41.38,2.13
https://metabolicas.sjdhospitalbarcelona.org/consejo/banco-alimentos-ayuda-familias-compra-productos-especiales,41.37,2.15
https://www.healthwarriors.es/,41.37,2.15
https://naubostik.com/visitans/primera-planta/horstic/,41.42,2.19
https://www.facebook.com/CaLaTravaOkupa/,41.40,2.15
https://ajuntament.barcelona.cat/ecologiaurbana/ca/serveis/la-ciutat-funciona/manteniment-de-l-espai-public/gestio-del-verd-i-biodiversitat/horts-urbans,41.43,2.16
https://hortplaiarmengol.org/,41.41,2.16
https://www.hortmirasol.cat/,41.46,2.04
https://lasardinetadelabarceloneta.wordpress.com/hort/,41.38,2.19
https://www.facebook.com/p/Horts-de-la-Guatlla-100064477640985/,41.37,2.14
https://www.instagram.com/hort_fortalesa/,41.41,2.20
https://centreheura.org/,41.40,2.14
https://horturbacoloniacastells.blogspot.com/,41.38,2.13
https://caladona.org/hort-de-ca-la-dona/,41.38,2.17
https://ajuntament.barcelona.cat/gracia/es/el-distrito-y-sus-barrios/vallcarca-i-els-penitents/equipamientos/hort-urba-de-lavi_99400100007,41.41,2.14
https://www.ruralitzem.cat/places/hort-de-la-farigola/,41.41,2.14
https://fonttrobada.wordpress.com/,41.37,2.16
https://queix.org/hort-esqueix/,41.43,2.16
https://www.bcnsostenible.cat/web/punt/hort-del-caliu,41.43,2.16
https://hortdelclot.org/,41.41,2.19
https://ajuntament.barcelona.cat/ecologiaurbana/ca/cessio-espais/espais-actiu/hort-la-vanguardia,41.39,2.20
https://hortdelmercat.barcelona/,41.42,2.14
https://www.facebook.com/LHortaAlliberada/,41.37,2.13
https://www.grupatra.org/servei/programa-horta-gracia/,41.44,2.15
https://www.barcelona.zone/ca/hortet-forat,41.38,2.17
https://canbatllo.org/cb/horts-i-jardins-comunitaris/,41.36,2.13
https://www.instagram.com/hortsec_bcn/,41.37,2.16
https://huerto360.com/alquiler-huerto-urbano-en-barcelona,41.41,2.18
https://huertocity.com/,41.41,2.18
https://huertosurbanosbarcelona.wordpress.com/00_huertos-urbanos-cultivando-barcelona/11-huertos-comunitarios/14-can-masdeu,41.38,2.18
https://huertosinthesky.com/,41.38,2.18
https://www.facebook.com/groups/1442130052766150,41.38,2.17
https://fundacioferrersustainability.org/green-for-good/,41.39,2.10
https://www.kalart.org/es/descubre-nuestro-jardin-comunitario-cerca-de-barcelona,41.71,2.42
https://karli.es/,41.41,2.19
https://kerasbuti.org/,41.35,2.14
https://aixada.net/qui-som/,41.40,2.15
https://leconomat.cat/,41.36,2.13
https://horttomas.com/,41.43,2.13
https://www.ruralitzem.cat/places/lhortet-de-les-neus/,41.42,2.16
https://olivera.org/ca/,41.38,2.17
https://www.lortiga.cat/,41.45,2.03
https://ajuntament.barcelona.cat/dretssocials/ca/innovacio-social/horts-al-terrat,41.39,2.16
https://www.monestirpedralbes.barcelona/ca/exposicions/lhort-medieval-del-monestir,41.39,2.11
https://www.elprat.cat/LaBotiga,41.32,2.08
https://canbatllo.org/cb/la-cantina-lab/,41.36,2.13
https://lacarmelaverdulera.wordpress.com/,41.42,2.15
https://lacebollaroja.wordpress.com/,41.43,2.17
https://www.facebook.com/LaCereriaVegetariano/,41.38,2.17
https://lacuinaquecanta.org/,41.38,2.15
https://ladeskomunal.coop/la-deskomunal/,41.37,2.13
https://laescocesa.org/es/programa/casa%20de%20semillas,41.41,2.20
https://www.facebook.com/LaExperimentalEco/,41.42,2.12
https://lafeixa.cat/,41.40,2.15
https://cooperativalafresca.blogspot.com/,41.40,2.15
https://lagarangola.wordpress.com/,41.40,2.16
https://www.garroferadesants.coop/,41.36,2.13
https://www.barcelonactua.org/ca/activitats/persones-sense-llar/,41.37,2.17
https://www.la-merienda.org/,41.39,2.16
https://www.barcelona.cat/casalsdebarri/espai210/ca/content/la-nevera-solid%C3%A0ria,41.40,2.17
https://www.laruraldecollserola.com/,41.45,2.05
https://lasardinetadelabarceloneta.wordpress.com/,41.38,2.19
https://www.latavella.cat/,,
https://rosadefoc.info/la-tofona/,41.39,2.20
https://verdurita.wordpress.com/,41.39,2.20
https://www.laveganeria.com/es/la-veganeria,41.38,2.17
https://ajuntament.barcelona.cat/biblioteques/bibcollserola/ca/noticia/la-biblioteca-de-llavors_1107658,41.41,2.10
https://les48h.cat/qui-som-replantem/,41.38,2.18
https://leshorteres.wordpress.com/,41.38,2.18
https://www.lesrefardes.coop/es/quienes-somos/somos-red,41.69,1.97
https://lesverduresderoxanne.wordpress.com/,41.40,2.15
https://lesvinyesdecanroquetes.blogspot.com.es/,41.44,2.18
https://manjaretti.org/ca/,41.40,2.15
https://ajuntament.barcelona.cat/ecologiaurbana/ca/mans-al-verd,41.40,2.15
https://www.marinafigueroa.com/,41.37,2.16
https://massabarcelona.com/,41.37,2.16
https://www.meals4hope.org/es/que-hacemos,,2.08
https://menjaactuaimpacta.org/,41.31,2.08
https://menjadorcalarosa.cat/,41.42,2.18
https://ateneubnord.cat/menjador-solidari-gregal/,41.41,2.21
https://www.fundacioroure.org/,41.38,2.18
https://agorgmarbdn.cat/,41.45,2.24
https://mespilus.org/web/,41.40,2.20
https://mihuertaya.com/,,
https://ajuntament.barcelona.cat/casalsdebarri/es/noticia/nevera-solidaria-un-proyecto-comunitario-que-conciencia-sobre-el-despilfarro-alimenticio-en-sagrada-familia_1290736,,
https://ateneuharmonia.cat/lateneu/torna-la-nevera-solidaria/,,
https://casalbarrieamp.org/projectes-2/projectes/nevera-solidaria/,41.38,2.14
https://www.nutricionsinfronteras.org/home,41.38,2.14
https://ca.nutricionsinfronteras.org/,,
https://olioapp.com/es,41.38,2.17
https://opcions.org/es/compostaje-comunitario,,
https://www.ordendemalta.es/esp/exclusion/delegacion-cataluna,,
https://paisanaje.org/linea-de-trabajo/lujo-comunal,,
https://pamapam.org/,41.39,2.17
https://www.panxacontenta.org/,41.37,2.13
https://www.santaagnes.com/EsglesiaCatolica.php?pg=Share&from=Aquesta%20Setmana&article=A6B5E087-C4EA-4460-B262-25B59F5A067F&lg=SP,41.40,2.14
https://parroquiasagradafamilia.cat/es/vivir-la-caridad/disa,41.40,2.18
https://www.wearephenix.com/es/,41.39,2.15
https://pinyolvermell.wordpress.com/,41.39,2.15
https://planb.org.es/,,
https://aprofitemelsaliments.org/,41.39,2.16
https://www.pontalimentari.org/,41.39,2.16
https://ajuntament.barcelona.cat/ecologiaurbana/ca/pla-buits/espais-en-actiu/portam-a-lhort,41.43,2.17
https://www.terrassa.cat/horts,41.39,2.15
https://www.fundaciocatalunya-lapedrera.com/ca/dina-companyia,41.39,2.15
https://www.alimentaciosostenible.barcelona/ca/que-fem/projecte-alimenta,41.40,2.12
https://abd.ong/programas/proyecto-fenix/,41.40,2.12
https://botiga.queviure.cat/,41.36,2.11
https://www.quierocambiarlo.es/blog/trueques-y-cambios-en-espana,41.41,2.16
https://espaiquiro.wordpress.com/,41.41,2.16
https://www.graciaparticipa.cat/,41.38,2.18
https://ajuntament.barcelona.cat/espaisverds/es/participa/mans-al-verd/red-de-huertos-municipales,,
https://www.remenat.org/,,
https://www.restaurantlapau.com/en/,,2.16
https://www.rauxa.org/rauxa.htm,41.40,2.16
https://www.revolta.cat/,41.40,2.16
https://www.rezero.cat/,41.39,2.16
https://www.ridorta.cat/Ridorta._Grup_de_consum_ecologic_dHorta/Inici.html,41.43,2.15
https://www.ruralitzem.cat/,41.37,2.16
https://www.santegidio.org/pageID/30820/langID/es/COMEDOR-PARA-LOS-POBRES-DE-BARCELONA.html,41.37,2.16
https://scienceandcookingworldcongress.com/ca/,41.38,2.16
https://ajuntament.barcelona.cat/ecologiaurbana/ca/sembra-natura,41.40,2.15
https://ajuntament.barcelona.cat/serveissocials/es/canal/menjadors-socials,,2.17
https://slowfood.barcelona/index.php,41.37,2.17
https://socialfooding.org/,41.39,2.12
https://www.solivida.cat/,41.39,2.12
https://tma.es/contenedor-solidario,,
https://www.talkualfoods.com/,41.40,2.16
https://tarpunacoop.org/,41.40,2.16
https://www.tempsicompromis.org/es/actividades/atencion-social/donaciones.html,41.42,2.17
https://www.terrapagesa.cat/ca,41.35,2.14
https://tdk.cat/que-es-el-terra-descudella/,41.37,2.13
https://thehonestfoodcollective.org/,41.39,2.19
https://www.torrelasagrera.cat/projectes-comunitaris/lhort-de-la-torre,41.42,2.19
https://ajuntament.barcelona.cat/sants-montjuic/es/el-distrito-y-sus-barrios/el-poble-sec/agenda/taula-d-intercanvi-autogestionat-99400408624,41.35,2.14
https://aspasim.es/comunitat/un-hort-per-a-tothom,41.41,2.10
https://fundaciogune.org/portfolio/urban-brots/,41.40,2.14
https://userda-9.blogspot.com/,41.44,2.18
https://www.facebook.com/verdnoucoop2/,41.40,2.19
https://pamapam.org/directori/valldures/,41.41,2.14
https://www.roigcultura.cat/verdures-roges/,41.40,2.15
https://vidasana.org/,41.40,2.15
https://rosadefoc.info/xarxa-dintercanvi-xaingra/,41.40,2.15
https://www.xarxacesca.net/es/economia-sin-dinero,41.38,2.14
https://canbatllo.org/cb/xarxa-daliments/,41.36,2.13
https://xarxalimentsgracia.wordpress.com/,41.40,2.16
https://www.instagram.com/xarxa.alimentslc/,41.38,2.13
https://ateneullibertarigracia.wordpress.com/projectes/,41.40,2.15
https://xarxaconsum.org/es/mercados-de-campesinos,,
https://ajuntament.barcelona.cat/centrescivics/es/activitat/breve-guia-de-huertos-urbanos,41.39,2.16
https://www.barcelona.cat/barcelonainclusiva/ca/xarxa15.html,41.39,2.16
https://www.zerowastebcn.com/,41.40,2.17
https://plataformazeo.com/es/recuperar-verduras-feas-ayuda-a-combatir-el-cambio-climatico,,
https://www.barcelona.cat/infobarcelona/es/tema/ayuntamiento/recogida-de-alimentos-y-productos-basicos-en-catorce-bibliotecas-para-los-afectados-para-los-aguaceros_1450124.html,,
https://consumoresponsable.org/desperdicioalimentario/buenas-practicas/95-programa-profit-gestion-responsable-de-alimentos-consum,41.38,2.04
https://femcompost.org/,41.39,2.17
https://www.huertos.org/2013/03/huertos-compartidos,,
https://www.permaculturactiva.com/10-11-diciembre-curso-de-introduccioacuten-a-la-permacultura-urbana-en-barcelona.html,,
https://ajuntament.barcelona.cat/serveissocials/es/canal/apats-en-companyia,,
